crop,maturity_days,mean_temp_gs_C,temp_flowering_C,seasonal_rain_mm,rain_flowering_mm,humidity_mean_pct,soil_pH,clay_pct,soil_N_status_kg_ha,soil_P_status_kg_ha,soil_K_status_kg_ha,fert_N_kg_ha,fert_P_kg_ha,fert_K_kg_ha,irrigation_events,ndvi_flowering,ndvi_peak,ndvi_veg_slope,yield_t_ha,soil_moisture_pct
safflower,144,17.64,15.09,511.7,173.6,83.6,6.34,14.2,179.4,36.0,96.8,5.0,19.26137666695521,16.964112186842215,5,0.565,0.67,0.0053,0.706054626,22.43
soybean,112,20.05,22.54,550.4,191.9,35.0,5.9,15.3,198.9,13.6,350.6,5.0,30.52171806051676,5.0,1,0.609,0.609,0.0013,1.257479002,28.45
groundnut,135,12.8,20.91,866.5,189.5,84.1,5.36,29.2,99.8,35.4,185.4,5.0,6.848680169979673,5.0,3,0.465,0.645,0.0072,0.3133822,18.15
niger seed,146,26.3,15.92,802.4,231.2,86.7,6.25,25.9,208.3,10.0,150.7,5.0,32.07689240186634,5.0,3,0.653,0.897,0.0114,0.919036446,24.75
mustard,122,30.57,34.11,493.3,196.5,39.4,8.09,48.8,214.4,14.7,276.2,5.0,19.73099164736539,5.0,0,0.814,0.814,0.0063,0.430022364,19.42
safflower,125,15.71,28.23,453.8,172.1,53.3,7.58,18.0,164.8,32.5,283.2,5.0,16.37482509377506,5.0,3,0.487,0.739,0.0145,0.627724434,21.58
soybean,119,15.07,29.57,829.7,143.8,82.7,7.62,28.6,174.5,32.0,305.9,5.0,11.045861625378823,5.0,0,0.419,0.552,0.0088,0.418810658,19.3
soybean,98,18.27,11.99,778.8,37.4,37.5,7.74,31.3,205.2,11.7,360.8,5.0,35.28115126079153,5.0,2,0.62,0.84,0.0076,1.343335187,29.38
sunflower,128,18.18,31.25,651.2,157.3,83.3,7.54,16.4,156.7,5.4,265.4,5.0,30.307573557159944,5.0,3,0.608,0.841,0.0131,0.908955189,24.64
sunflower,113,19.38,31.64,700.3,57.9,40.8,5.43,22.8,139.8,37.0,260.2,5.0,22.93513945361514,5.0,1,0.812,0.812,0.0018,0.858346695,24.09
mustard,105,24.21,12.61,567.0,61.3,82.9,6.45,19.6,188.3,6.8,199.8,40.51663084157879,61.02501624519288,34.00820064060916,3,0.883,0.883,0.0017,2.240416514,39.17
soybean,112,12.67,27.66,681.2,10.0,59.1,5.46,8.0,105.3,34.8,118.8,5.0,14.898039730954896,5.0,0,0.848,0.848,0.0025,0.418810658,19.3
mustard,136,30.68,25.56,733.2,172.1,68.8,7.22,10.0,108.1,18.8,298.6,5.0,12.650023625018335,5.0,0,0.54,0.54,0.0029,0.430022364,19.42
soybean,108,25.04,29.62,792.0,210.4,76.3,7.73,49.5,92.3,7.9,86.2,5.0,18.081452982389994,6.310271095152386,1,0.609,0.679,0.0025,0.418810658,19.3
soybean,123,26.52,31.88,800.8,247.1,68.6,7.06,33.4,121.1,5.3,140.7,5.0,20.009138963971115,5.0,3,0.748,0.748,0.0039,0.418810658,19.3
mustard,126,31.84,32.98,808.1,107.1,36.9,6.74,31.3,170.4,25.1,117.7,5.0,12.358397065950658,5.0,0,0.689,0.689,0.0028,0.430022364,19.42
mustard,118,19.11,27.31,743.1,42.0,62.1,7.49,10.4,216.2,38.3,191.1,5.0,11.748905489944496,5.0,1,0.819,0.84,0.0026,0.430022364,19.42
mustard,113,25.89,15.05,430.7,233.3,52.1,8.39,46.9,91.6,8.8,308.4,5.0,15.139741275306019,5.0,0,0.711,0.711,0.0082,0.430022364,19.42
sunflower,121,21.52,17.74,577.7,201.0,79.8,4.53,15.1,156.8,30.4,333.2,28.61666655585411,32.56042654094696,5.0,3,0.478,0.845,0.0129,1.453662402,30.59
soybean,119,16.56,28.92,632.7,169.7,36.4,8.13,22.4,100.6,8.0,129.3,11.35422029517147,20.73088865818957,8.109454681528662,0,0.575,0.575,0.0043,0.781081878,23.25
soybean,99,24.32,14.94,623.9,203.4,50.0,7.4,18.8,93.6,5.2,222.7,8.064463532260294,13.67215038887397,5.0,1,0.3,0.49,0.0093,0.418810658,19.3
mustard,139,13.47,21.89,608.6,87.4,86.9,6.26,21.3,145.6,19.4,120.3,72.99713320942162,59.578628018300336,72.95509982216181,5,0.645,0.805,0.0053,2.5,42.0
groundnut,138,22.23,15.41,896.8,218.1,55.0,8.42,15.5,135.6,22.7,219.8,5.0,9.924466356184649,5.0,1,0.429,0.714,0.0074,0.3133822,18.15
mustard,104,29.05,32.23,341.1,25.1,61.6,6.6,39.7,136.6,25.0,123.8,44.74272424880178,49.92522640045953,42.64943728280738,2,0.822,0.867,0.0023,1.88493136,35.29
sunflower,122,19.87,15.31,266.7,119.1,39.9,8.03,26.3,158.0,35.2,239.4,5.0,18.64597517035183,5.0,3,0.861,0.861,0.0032,0.843030967,23.92
groundnut,127,12.25,27.17,555.0,83.4,89.7,5.69,18.4,137.9,22.1,372.2,31.563835830054742,38.83694796170521,5.0,3,0.816,0.827,0.004,1.539601978,31.52
soybean,123,18.71,27.2,483.6,94.5,67.5,6.61,39.7,100.7,9.0,292.0,79.47959714343271,56.071099920510974,5.0,2,0.533,0.769,0.0084,2.140122465,38.07
soybean,109,23.88,33.46,466.1,86.2,70.4,8.09,58.4,179.9,28.5,212.7,5.0,10.214118092326068,5.0,1,0.632,0.715,0.0069,0.418810658,19.3
mustard,101,30.78,13.83,415.9,109.0,54.1,5.71,56.4,112.4,28.0,283.3,5.0,12.366088170990977,5.0,3,0.483,0.84,0.0096,0.430022364,19.42
safflower,142,15.62,12.28,845.1,207.3,71.6,5.09,26.8,142.8,30.3,360.1,5.0,5.0,5.0,2,0.536,0.536,0.0014,0.475034707,19.91
niger seed,140,20.42,12.37,575.3,75.7,37.4,7.95,32.6,220.0,11.7,230.4,5.0,22.483231058311645,5.0,1,0.756,0.897,0.0056,0.483977618,20.01
groundnut,112,24.1,31.9,638.3,55.3,83.9,4.55,47.0,107.4,17.6,99.6,33.57899785584598,37.16815202986152,29.774959479267107,5,0.9,0.9,0.0037,1.341723503,29.36
soybean,104,19.33,20.64,561.7,94.0,41.9,7.85,37.3,172.0,19.7,163.9,5.019316309393955,41.18322458816898,5.0,0,0.786,0.786,0.006,1.099377978,26.72
niger seed,129,16.74,24.4,831.6,9.6,44.6,6.84,23.5,181.8,28.3,91.0,5.0,20.883118499118407,23.34570833866851,1,0.633,0.633,0.0033,0.775174678,23.18
mustard,123,27.48,19.1,399.9,64.5,81.4,7.34,19.3,152.5,10.0,314.1,5.0,19.98264753745284,5.0,5,0.81,0.81,0.0039,0.430022364,19.42
soybean,102,16.92,31.03,717.2,145.9,71.8,6.5,18.6,101.7,18.8,299.8,34.1696249494557,35.85174001093671,5.0,2,0.9,0.9,0.0027,1.175810924,27.55
soybean,124,23.08,20.97,790.8,247.7,57.0,8.15,5.2,139.8,17.2,245.6,68.64776522819805,57.53197421448111,24.767348760862344,2,0.9,0.9,0.0072,2.284612142,39.65
sunflower,129,23.04,11.17,783.2,85.5,53.9,5.81,17.4,158.8,28.7,337.4,24.87766696969906,33.04645633276965,5.0,1,0.622,0.887,0.0136,1.572858723,31.89
safflower,137,23.41,30.95,623.1,81.6,38.4,5.24,33.7,186.9,11.0,183.4,5.0,28.919632145488606,5.0,2,0.744,0.744,0.0051,0.581881419,21.08
safflower,119,14.08,23.74,675.8,81.1,89.9,5.38,20.1,167.5,8.0,196.3,5.0,17.143124247596372,5.0,0,0.526,0.581,0.0038,0.43496719,19.47
soybean,96,26.53,25.58,285.5,6.1,81.1,6.79,58.5,196.7,25.5,176.2,5.0,31.43498454496532,8.626657918463895,1,0.57,0.809,0.0087,1.268996295,28.57
mustard,139,24.0,14.6,559.5,153.9,86.7,6.32,41.7,212.1,19.9,212.2,5.0,25.111215865383226,5.0,1,0.587,0.605,0.0018,0.841410425,23.91
mustard,126,12.64,15.91,688.7,47.2,89.8,7.53,5.1,165.8,8.3,307.5,5.0,24.32107290006116,5.0,4,0.633,0.633,0.0062,0.430022364,19.42
safflower,113,22.26,23.73,536.8,235.3,86.6,5.33,8.0,214.0,33.4,104.1,5.0,13.251017958292039,5.0,3,0.562,0.726,0.0088,0.3,18.0
mustard,100,23.07,17.15,719.2,228.5,37.2,7.97,14.5,198.0,9.6,81.8,5.0,21.04833686013051,11.650318892929757,4,0.628,0.628,0.0046,0.430022364,19.42
soybean,114,14.79,16.83,453.5,160.5,86.7,6.96,7.3,106.2,39.4,144.7,31.939569216627604,30.050656504174373,13.131459460446363,2,0.801,0.801,0.005,1.307736281,28.99
sunflower,115,15.71,26.89,825.0,195.0,74.2,5.88,32.1,96.9,37.1,264.3,43.48418841838545,41.26657726861965,5.0,3,0.754,0.866,0.007,1.489621068,30.98
sunflower,129,24.79,18.12,636.9,68.1,38.4,5.95,37.7,159.3,19.9,80.7,5.0,24.011884747739902,18.191101513725297,3,0.492,0.492,0.0034,0.858346695,24.09
groundnut,135,21.02,20.62,794.2,57.1,54.2,6.58,56.0,184.3,33.8,342.7,5.0,14.030423869998302,5.0,1,0.594,0.757,0.0159,0.733762036,22.73
groundnut,112,17.23,18.73,699.8,197.8,52.1,6.52,33.8,192.3,10.2,392.2,5.0,14.591322972078268,5.0,2,0.391,0.563,0.0107,0.3133822,18.15
groundnut,131,17.12,16.2,794.3,2.4,72.0,5.09,15.9,159.3,32.9,214.4,5.0,19.385414590296246,5.0,2,0.579,0.579,0.0025,0.727046703,22.66
mustard,124,12.0,23.19,380.4,5.7,88.2,6.67,8.6,143.8,7.0,250.2,47.283581149400725,45.16567181846746,6.192241710100888,3,0.766,0.766,0.0031,1.836195492,34.76
mustard,106,18.54,31.09,725.0,233.6,65.0,6.29,53.6,217.6,13.4,367.2,5.0,14.45962268485966,5.0,1,0.697,0.727,0.0033,0.430022364,19.42
soybean,108,31.53,11.8,386.3,159.1,45.1,7.4,31.2,85.4,32.2,212.4,31.493024247500877,22.828064203999144,5.0,1,0.634,0.79,0.0055,0.999910447,25.64
sunflower,108,15.25,16.42,272.2,241.7,89.6,4.66,36.1,157.2,5.6,125.7,5.0,21.10983382050839,5.0,4,0.341,0.61,0.0096,0.332950619,18.36
groundnut,148,17.96,22.31,380.8,155.5,62.4,8.12,13.5,80.0,19.0,107.7,37.23028168429689,28.760519892475045,17.336275401878666,0,0.777,0.777,0.0038,1.101762276,26.75
castor,125,13.15,34.21,660.2,97.8,37.0,6.37,53.5,118.2,21.7,221.2,5.0,14.74526951364456,5.0,4,0.64,0.766,0.0119,0.3,18.0
castor,129,18.88,24.17,826.1,129.4,82.7,5.07,17.7,94.1,9.7,390.6,41.80491817149829,36.74155529432673,5.0,1,0.877,0.877,0.003,1.171270305,27.5
sunflower,102,14.26,11.82,766.4,133.2,61.7,4.58,31.9,163.8,13.1,234.2,5.0,36.62429477468146,5.0,2,0.446,0.771,0.0075,1.167324869,27.46
soybean,104,17.26,14.52,733.9,33.9,47.6,4.5,12.7,211.5,23.7,255.7,5.0,17.050913384318385,5.0,2,0.489,0.639,0.0185,0.418810658,19.3
mustard,124,21.91,33.32,875.9,37.7,50.6,6.08,20.9,101.1,5.5,178.8,5.0,19.590001637990934,5.0,1,0.439,0.55,0.0054,0.430022364,19.42
soybean,100,31.57,23.39,934.5,223.7,85.7,6.96,32.6,198.4,27.6,322.7,19.52122070625674,32.15938096505415,5.0,2,0.9,0.9,0.0036,1.68257182,33.08
castor,117,13.21,10.71,562.3,42.9,81.3,7.84,42.7,116.6,11.4,383.2,5.0,15.496520261346223,5.0,5,0.596,0.596,0.0085,0.670853823,22.05
mustard,134,27.83,22.4,769.7,110.0,73.9,6.12,12.2,100.4,26.2,366.2,25.856390081480587,20.43503303751678,5.0,1,0.797,0.797,0.0022,0.864344951,24.16
mustard,134,27.07,34.49,633.2,149.6,70.4,6.54,7.3,116.8,7.1,258.7,5.0,15.73309277790554,5.0,5,0.577,0.842,0.0091,0.430022364,19.42
sunflower,106,24.09,16.26,897.6,235.9,68.3,5.94,44.3,99.8,5.4,101.5,5.0,13.65023611074416,5.0,2,0.4,0.459,0.0054,0.332950619,18.36
sunflower,124,31.61,34.32,936.0,49.8,49.6,5.66,41.7,207.0,34.4,218.6,5.0,11.057324350904858,5.0,5,0.538,0.538,0.0043,0.332950619,18.36
sunflower,129,19.16,15.36,293.4,25.6,51.8,6.45,32.5,192.4,38.9,398.1,5.0,10.095836626284362,5.0,5,0.396,0.53,0.0049,0.332950619,18.36
mustard,133,19.01,11.97,724.7,229.9,50.0,4.75,11.4,185.0,11.8,309.0,5.0,11.29857524846133,5.0,5,0.469,0.878,0.0126,0.430022364,19.42
soybean,113,16.5,21.48,441.6,54.4,85.4,5.62,45.1,195.8,36.5,218.6,5.0,23.465625094829793,5.0,3,0.826,0.826,0.0037,0.793646198,23.39
soybean,117,15.87,24.41,525.0,147.2,69.4,4.85,42.8,166.4,9.5,284.7,55.77492688027538,61.25734795779867,12.611874838700006,2,0.9,0.9,0.0023,2.361045087,40.48
mustard,128,18.47,30.34,273.6,198.9,71.4,5.63,31.7,158.8,12.0,371.4,5.0,15.941409222224708,5.0,4,0.48,0.562,0.0059,0.430022364,19.42
mustard,112,30.03,29.88,563.7,56.4,41.8,6.78,41.5,131.7,25.7,364.5,5.0,14.37280338253582,5.0,5,0.837,0.837,0.0036,0.430022364,19.42
sunflower,114,25.43,27.81,767.6,111.1,79.8,4.68,5.1,87.9,40.0,384.7,5.0,13.910813197990873,5.0,2,0.526,0.599,0.0055,0.332950619,18.36
mustard,132,20.28,13.78,397.6,4.3,82.8,7.46,36.0,195.6,24.1,395.2,5.0,16.43267558877399,5.0,4,0.541,0.817,0.0202,0.49309231,20.11
mustard,115,16.76,31.12,514.9,93.7,58.6,8.1,12.1,85.7,38.9,141.6,7.916593437982094,13.915697273686888,5.0,4,0.826,0.826,0.0021,0.430022364,19.42
soybean,106,29.4,13.34,665.6,162.5,53.2,6.52,12.1,212.3,6.3,331.2,5.0,12.691495870671403,5.0,4,0.618,0.886,0.0072,0.418810658,19.3
soybean,95,24.35,19.45,920.8,184.6,84.3,8.04,33.0,172.7,14.2,216.1,33.07005690622231,50.15137279216843,22.58525972803085,3,0.862,0.862,0.0038,1.974692255,36.27
soybean,107,16.95,34.97,331.9,38.3,40.6,7.63,19.1,113.4,22.2,352.5,5.0,12.999648886276706,5.0,1,0.387,0.767,0.0176,0.418810658,19.3
safflower,121,24.53,22.96,262.6,16.9,74.0,5.48,31.0,150.5,6.5,221.3,5.0,19.295754831191157,5.0,4,0.531,0.631,0.0061,0.581159482,21.07
mustard,135,28.25,21.78,913.3,229.4,85.2,8.24,33.1,127.9,34.9,220.4,5.0,11.785552252447808,5.0,1,0.9,0.9,0.0024,0.430022364,19.42
soybean,95,31.31,20.08,834.8,238.4,57.0,7.12,7.4,193.4,26.2,276.5,5.0,15.043573824120822,5.0,2,0.771,0.856,0.0088,0.418810658,19.3
soybean,109,15.71,13.99,868.5,114.5,68.8,6.82,50.9,211.0,29.8,146.0,5.0,17.0593918438891,5.0,3,0.492,0.799,0.0105,0.554924122,20.78
sunflower,116,13.85,21.08,317.7,216.9,43.8,6.54,57.0,206.4,6.0,369.7,5.0,36.105574505506695,5.0,4,0.704,0.737,0.0039,1.182640598,27.63
sunflower,113,26.24,32.41,738.8,160.5,65.2,4.75,6.0,155.3,19.8,209.9,5.0,5.0,5.0,5,0.473,0.556,0.0081,0.332950619,18.36
mustard,124,23.7,14.97,388.1,119.5,72.0,5.79,10.0,162.4,23.0,352.0,5.0,16.161687418887748,5.0,4,0.48,0.53,0.0064,0.430022364,19.42
mustard,106,28.49,26.28,822.8,147.0,60.6,4.65,30.4,219.3,37.3,373.5,5.0,14.22439058523348,5.0,3,0.668,0.733,0.006,0.430022364,19.42
mustard,121,24.05,27.4,279.5,32.7,61.5,8.15,15.2,120.9,28.7,146.6,24.9876876855373,25.106289397574606,9.7527134111465,2,0.881,0.881,0.0055,1.153893342,27.32
niger seed,131,20.4,21.48,708.1,246.0,66.7,6.7,16.6,124.7,30.9,181.2,5.0,14.410674907109824,5.0,0,0.452,0.489,0.0035,0.372535404,18.79
soybean,99,20.35,13.18,406.1,162.2,71.5,6.61,36.1,194.5,18.2,174.7,27.446364436538065,51.97271118039165,29.531935663701393,5,0.767,0.767,0.001,1.887789043,35.32
mustard,117,30.79,31.34,723.1,84.0,55.4,7.55,15.2,154.6,10.7,189.6,5.0,17.976820751263027,5.0,3,0.867,0.881,0.0042,0.430022364,19.42
castor,132,21.48,18.85,871.5,193.1,81.5,7.57,6.8,90.6,26.8,210.1,53.16678461961599,35.860462750644714,5.0,2,0.82,0.82,0.0019,1.460002055,30.65
soybean,104,17.11,19.81,484.9,224.7,67.8,8.05,24.7,158.4,37.4,334.6,5.0,11.718456417056032,5.0,3,0.65,0.81,0.0149,0.418810658,19.3
sunflower,99,29.5,15.04,385.7,229.2,35.7,5.91,16.2,169.0,35.7,299.7,5.0,6.340285978187026,5.0,4,0.58,0.897,0.0166,0.332950619,18.36
mustard,100,14.4,29.29,766.7,147.6,65.8,5.06,32.2,123.8,5.1,114.5,5.0,16.81621680641126,5.0,2,0.78,0.78,0.0023,0.430022364,19.42
soybean,115,19.14,33.17,582.7,83.0,35.8,5.39,18.8,211.8,9.9,366.4,5.0,18.451148545288547,5.0,2,0.614,0.614,0.0033,0.418810658,19.3
sunflower,97,12.07,33.8,874.7,27.5,47.4,5.27,52.3,142.5,11.3,192.9,5.0,20.60162000689007,5.0,1,0.521,0.683,0.0044,0.332950619,18.36
groundnut,131,21.29,18.04,678.0,209.1,48.2,7.55,17.3,94.5,7.2,381.0,64.87411126455551,50.99934037179982,5.0,1,0.9,0.9,0.0024,1.784935471,34.2
niger seed,125,17.5,10.74,276.8,217.7,40.5,7.19,20.1,202.7,25.1,367.0,5.0,16.78442444593229,5.0,2,0.759,0.759,0.0098,0.869828196,24.22
mustard,115,18.15,26.41,581.6,217.0,62.4,8.11,46.1,101.4,14.7,345.7,5.0,12.667656873501272,5.0,1,0.634,0.874,0.0065,0.430022364,19.42
mustard,102,24.73,25.88,839.7,73.8,41.7,5.91,58.1,148.7,20.3,322.0,41.528614889301224,43.08843255420518,5.0,2,0.739,0.739,0.0025,1.787459625,34.23
mustard,117,31.74,34.35,803.8,26.2,57.5,8.14,28.7,195.2,38.5,156.9,5.0,13.543831529470431,5.0,0,0.645,0.645,0.0031,0.430022364,19.42
niger seed,133,13.18,30.14,731.6,151.8,46.7,4.94,19.0,130.1,25.6,289.0,15.768538346412814,26.494747660816895,5.0,2,0.9,0.9,0.0037,0.972586602,25.34
sunflower,98,22.33,11.5,577.5,139.8,55.2,6.07,8.7,184.1,18.0,198.7,5.0,42.43067864793234,5.0,0,0.685,0.725,0.0046,1.132032104,27.08
sunflower,122,19.67,29.25,333.9,179.1,40.2,7.35,13.9,97.0,23.2,111.9,12.804634964319185,25.035986961823504,12.391605558497051,0,0.9,0.9,0.0043,0.778438547,23.22
sunflower,103,29.76,26.08,873.2,104.8,81.0,6.3,40.4,125.2,38.0,225.7,16.472793907119453,26.12264745990771,5.0,0,0.424,0.679,0.0203,0.996854153,25.6
groundnut,140,25.39,14.5,929.4,101.7,59.8,7.02,7.7,199.2,10.2,326.7,5.0,24.503036028291746,5.0,3,0.819,0.819,0.0083,0.650491909,21.82
sunflower,110,18.05,20.59,334.4,82.5,44.5,7.0,38.4,202.5,22.7,242.7,5.0,30.305364767680505,5.0,5,0.464,0.56,0.0053,1.095407536,26.68
mustard,118,23.74,10.49,255.0,177.5,63.6,5.76,19.6,193.4,26.3,111.2,5.0,18.78896169547096,5.0,3,0.637,0.637,0.0044,0.430022364,19.42
soybean,121,17.85,34.42,283.7,236.2,70.9,7.07,20.4,191.6,12.4,394.6,5.0,15.850703575668884,5.0,4,0.459,0.882,0.025,0.418810658,19.3
sunflower,116,18.29,20.09,417.6,200.3,46.8,6.6,47.7,107.2,26.5,319.4,5.0,13.551814374570112,5.0,3,0.367,0.638,0.0111,0.600642916,21.28
soybean,101,23.68,16.21,764.4,187.5,62.9,5.46,52.6,190.9,14.2,90.3,17.651355098070674,45.29738780923705,52.7033594020023,2,0.694,0.694,0.002,1.653255074,32.76
safflower,121,18.94,12.57,318.6,21.3,82.0,5.7,6.6,218.9,15.9,95.2,5.0,27.078166697843308,15.68091313145659,3,0.9,0.9,0.0037,0.732405335,22.72
mustard,119,24.56,23.39,831.0,41.6,64.9,6.61,47.8,80.7,24.7,234.7,5.0,15.183530056858363,5.0,2,0.852,0.852,0.0047,0.430022364,19.42
sunflower,127,21.53,10.35,744.5,84.6,59.6,7.77,25.8,167.3,27.2,383.1,5.0,10.566216804769207,5.0,3,0.491,0.657,0.0109,0.332950619,18.36
soybean,100,15.57,25.18,855.3,232.1,76.9,5.85,55.1,128.4,38.8,250.9,61.16257840243469,57.82954162560287,11.290677428307543,5,0.799,0.799,0.0065,2.068924653,37.3
soybean,103,28.76,27.81,274.9,10.0,70.8,5.91,9.7,144.0,22.7,385.0,5.0,9.915507958283978,5.0,2,0.3,0.436,0.0088,0.418810658,19.3
soybean,97,16.0,19.94,302.5,103.9,68.1,6.41,18.4,108.7,33.9,170.1,49.58773189209486,40.18099451649271,23.16740359775049,4,0.9,0.9,0.0095,1.67943074,33.05
sunflower,102,24.75,26.13,651.4,37.4,84.6,5.74,16.9,139.7,6.7,113.6,5.0,18.722283099114133,5.0,3,0.403,0.502,0.0054,0.332950619,18.36
mustard,124,17.8,21.16,444.0,107.9,51.0,6.11,13.7,126.7,20.9,102.3,26.661107408163215,30.568122942789486,22.98268303527898,0,0.422,0.808,0.0088,1.143859487,27.21
groundnut,145,13.86,15.41,641.8,67.4,35.2,7.67,22.6,202.5,6.9,316.9,5.0,26.573789833325943,5.0,2,0.9,0.9,0.0024,0.799572298,23.45
sunflower,129,20.34,27.24,897.7,106.0,62.8,7.05,30.7,192.1,36.8,392.5,5.0,14.810403704202653,5.0,2,0.496,0.833,0.0183,0.603972422,21.32
sunflower,111,14.49,15.87,740.6,78.0,40.7,4.55,31.3,147.2,13.0,375.6,5.0,27.548962913862713,5.0,5,0.633,0.649,0.0061,0.808404102,23.55
groundnut,117,15.68,14.26,635.8,185.9,75.0,4.77,17.0,99.0,39.7,228.4,5.0,17.099292196015476,5.0,5,0.614,0.722,0.0059,0.64601502,21.77
groundnut,125,28.8,29.76,265.3,207.0,84.9,7.44,30.0,151.0,31.7,90.6,5.0,18.341396671362745,9.96257921190095,5,0.459,0.648,0.0056,0.606170712,21.34
mustard,108,26.74,12.4,433.2,165.9,43.8,6.02,19.4,139.2,39.9,141.2,5.0,10.417721446930177,5.0,4,0.49,0.557,0.0046,0.50025935,20.18
soybean,115,31.5,15.78,897.5,44.3,50.3,7.27,40.6,207.6,31.7,280.3,5.0,14.766902880083538,5.0,5,0.546,0.842,0.0154,0.418810658,19.3
soybean,109,17.44,10.69,348.3,37.3,42.2,5.45,41.9,184.6,39.3,148.0,5.0,20.19258660441907,6.367015271528331,0,0.319,0.741,0.0099,1.116130405,26.9
niger seed,140,27.35,28.98,581.5,221.9,38.5,8.41,45.3,163.8,24.8,368.7,5.0,14.004848153894777,5.0,0,0.522,0.522,0.0082,0.3,18.0
soybean,106,22.9,16.04,641.7,129.9,70.0,8.47,26.9,157.1,13.1,370.4,61.73187174366586,69.52929929142789,5.0,5,0.865,0.865,0.0085,2.358951034,40.46
soybean,109,18.65,16.26,565.0,36.4,64.0,7.03,21.0,163.2,34.9,359.3,24.384979617124145,37.25576445140978,5.0,4,0.486,0.665,0.0091,1.471072438,30.78
sunflower,95,13.66,15.97,878.9,219.5,44.2,4.67,32.1,173.6,30.8,202.2,5.0,18.195824868787145,5.0,1,0.649,0.649,0.0044,0.657244521,21.9
safflower,139,28.61,29.29,307.6,140.8,56.1,8.17,12.4,122.1,28.1,270.2,5.0,20.1805336046483,5.0,3,0.832,0.832,0.0026,0.608593098,21.37
groundnut,143,23.06,26.96,474.7,191.3,58.4,5.89,29.6,150.0,8.8,182.4,5.0,27.05136448379939,5.0,4,0.451,0.689,0.0156,0.842550428,23.92
sunflower,105,19.37,27.36,595.7,164.3,56.2,6.45,30.0,212.3,34.0,386.7,5.0,27.620376154733165,5.0,4,0.83,0.83,0.0041,0.81239951,23.59
mustard,103,15.74,21.28,772.3,163.8,51.1,7.63,14.0,154.7,15.2,200.9,13.157229521755848,40.17221686781029,5.0,4,0.876,0.882,0.0076,1.291500499,28.82
groundnut,111,26.68,10.34,900.2,247.5,59.2,6.95,16.9,145.1,24.9,308.0,13.43119471550192,27.03582408658461,5.0,1,0.572,0.816,0.0067,1.034608948,26.01
sesame,144,24.18,22.96,302.7,30.7,83.7,5.39,15.9,116.8,21.8,342.3,12.990977686625552,18.85830371680011,5.0,0,0.701,0.834,0.0049,0.767566109,23.1
safflower,116,23.16,29.73,277.2,136.2,60.3,7.76,11.3,143.7,29.8,167.7,5.0,15.278826898787928,5.0,3,0.707,0.708,0.0113,0.47178599,19.87
sunflower,117,29.59,27.93,892.8,76.7,66.2,5.56,20.2,123.8,22.7,148.9,5.0,13.635840687054781,5.0,0,0.423,0.489,0.0036,0.332950619,18.36
soybean,120,17.15,24.52,748.1,138.0,68.8,7.26,21.8,128.9,29.4,259.1,64.59372219045868,51.02847245704217,5.0,5,0.657,0.768,0.0063,2.059501413,37.19
niger seed,149,25.25,17.4,785.0,27.8,75.2,7.85,13.5,209.4,29.5,245.2,5.0,14.959826470884341,5.0,4,0.574,0.574,0.0081,0.3,18.0
sunflower,105,31.94,14.57,295.4,61.3,68.9,4.7,19.9,112.9,14.7,293.6,5.0,24.161272056606432,5.0,4,0.647,0.781,0.0069,0.452812842,19.67
mustard,136,27.37,19.27,477.9,206.6,47.1,4.58,7.1,216.3,12.4,317.1,5.0,23.52122413258465,5.0,1,0.559,0.729,0.0066,0.791241149,23.36
mustard,134,14.49,30.18,840.0,117.4,50.4,5.23,35.6,123.8,24.4,239.0,46.1855969490571,37.32852270824357,5.0,4,0.798,0.798,0.0046,1.707188783,33.35
mustard,131,30.0,32.06,874.7,180.5,88.3,8.06,17.4,163.6,16.1,175.3,5.0,12.236062629797578,5.0,5,0.595,0.634,0.0044,0.430022364,19.42
niger seed,124,25.89,32.84,401.5,186.7,62.0,6.81,13.1,137.9,16.2,378.5,5.0,12.881945194170253,5.0,0,0.465,0.565,0.0049,0.398876291,19.08
groundnut,134,13.77,29.37,334.7,141.5,73.6,8.46,37.5,133.8,13.3,271.6,22.187421746390825,39.85748328008043,5.0,4,0.798,0.841,0.0043,1.288896218,28.79
sunflower,105,25.71,13.32,267.1,236.3,65.9,6.37,58.6,156.6,28.2,294.0,5.0,17.343211969541038,5.0,0,0.426,0.808,0.009,0.911618794,24.67
safflower,142,12.91,24.36,948.0,141.1,42.8,4.83,35.9,214.7,35.9,180.2,5.0,17.364225587227374,5.0,5,0.833,0.833,0.0052,0.634943807,21.65
soybean,103,13.9,15.76,720.5,91.2,46.4,6.6,19.9,143.5,6.4,393.1,47.787537667334774,45.49624636307202,5.0,2,0.35,0.867,0.0129,1.886742016,35.31
niger seed,117,21.06,23.49,947.3,89.0,38.0,6.15,9.2,97.2,27.8,355.9,12.507848827158048,16.856147201875956,5.0,5,0.3,0.853,0.0129,0.596867135,21.24
sunflower,119,12.24,22.17,434.5,33.9,78.4,6.35,30.4,120.7,6.3,104.6,5.0,14.201926429374414,5.0,1,0.494,0.494,0.0028,0.332950619,18.36
soybean,117,30.6,26.54,336.4,88.6,57.9,6.57,23.8,218.5,17.1,197.2,5.0,32.92449010978605,10.325302923780722,2,0.863,0.863,0.0032,1.507718371,31.18
